UserID,Gender,Age Group,Top 6 most preferred style,Artsy Style (F),Biker Style (F),Bohemian Style (F),Casual Style (F),Chic Style (F),Classy Style (F),Comfy Style (F),Ethnic Style (F),Evening Style (F),Formal Office Style (F),Girl Next Door Style (F),Grunge Style (F),Hip Hop Style (F),Indie Style (F),Kpop Style (F),Lolita Style (F),Preppy Style (F),Punk Style (F),Sexy Style (F),Sporty Style (F),Streetwear Style (F),Vacation Style (F),Vintage Style (F),Y2k Style (F),Artsy Style (M),Biker Style (M),Bohemian Style (M),Boy Next Door Style (M),Casual Style (M),Chic Style (M),Classy Style (M),Comfy Style (M),Ethnic Style (M),Evening Style (M),Formal Office Style (M),Grunge Style (M),Hip Hop Style (M),Indie Style (M),Ivy Style (M),Preppy Style (M),Punk Style (M),Rugged Style (M),Sporty Style (M),Streetwear Style (M),Vacation Style (M),Varsity Style (M),Vintage Style (M),Y2k Style (M),sum
80,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Preppy Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6
81,Female,14 and below,"Artsy Style (F), Biker Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
82,Female,14 and below,"Artsy Style (F), Biker Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
83,Female,15 - 24,"Casual Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Sexy Style (F), Streetwear Style (F)",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
84,Female,15 - 24,"Artsy Style (F), Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Streetwear Style (F)",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
85,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Kpop Style (F), Vacation Style (F)",0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
86,Male,25 - 54,"Biker Style (M), Chic Style (M), Evening Style (M), Ivy Style (M), Punk Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6
87,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Preppy Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6
88,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Kpop Style (F), Sexy Style (F), Vacation Style (F)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
89,Female,15 - 24,"Grunge Style (F), Preppy Style (F), Punk Style (F), Sexy Style (F), Streetwear Style (F), Vintage Style (F)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
90,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
91,Female,15 - 24,"Artsy Style (F), Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Streetwear Style (F)",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
92,Female,15 - 24,"Formal Office Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Sexy Style (F), Streetwear Style (F)",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
93,Male,15 - 24,"Biker Style (M), Casual Style (M), Comfy Style (M), Evening Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
94,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Girl Next Door Style (F), Kpop Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
95,Female,15 - 24,"Artsy Style (F), Classy Style (F), Ethnic Style (F), Girl Next Door Style (F), Lolita Style (F), Preppy Style (F)",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
96,Female,15 - 24,"Comfy Style (F), Girl Next Door Style (F), Grunge Style (F), Hip Hop Style (F), Kpop Style (F), Streetwear Style (F)",0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
97,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Grunge Style (M), Indie Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,6
98,Female,15 - 24,"Artsy Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
99,Female,15 - 24,"Biker Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
100,Female,15 - 24,"Bohemian Style (F), Ethnic Style (F), Evening Style (F), Grunge Style (F), Vacation Style (F), Vintage Style (F)",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
101,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
102,Male,15 - 24,"Biker Style (M), Casual Style (M), Comfy Style (M), Evening Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
103,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
104,Female,15 - 24,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F)",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
105,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
106,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Kpop Style (F), Streetwear Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
107,Female,15 - 24,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
108,Female,15 - 24,"Evening Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F), Vintage Style (F)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
109,Female,15 - 24,"Casual Style (F), Chic Style (F), Classy Style (F), Formal Office Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
110,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
111,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
112,Female,15 - 24,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Grunge Style (F), Lolita Style (F), Vintage Style (F)",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
113,Female,15 - 24,"Biker Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
114,Female,15 - 24,"Artsy Style (F), Indie Style (F), Kpop Style (F), Punk Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
115,Female,15 - 24,"Artsy Style (F), Grunge Style (F), Indie Style (F), Kpop Style (F), Punk Style (F), Streetwear Style (F)",1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
116,Female,15 - 24,"Grunge Style (F), Lolita Style (F), Preppy Style (F), Punk Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
117,Female,15 - 24,"Biker Style (F), Grunge Style (F), Lolita Style (F), Preppy Style (F), Punk Style (F), Vintage Style (F)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
118,Female,15 - 24,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
119,Female,15 - 24,"Chic Style (F), Classy Style (F), Evening Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
120,Female,15 - 24,"Casual Style (F), Classy Style (F), Comfy Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
121,Female,15 - 24,"Artsy Style (F), Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
122,Female,15 - 24,"Bohemian Style (F), Girl Next Door Style (F), Indie Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
123,Female,15 - 24,"Artsy Style (F), Bohemian Style (F), Grunge Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
124,Male,15 - 24,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
125,Female,15 - 24,"Casual Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Streetwear Style (F), Y2k Style (F)",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
126,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Evening Style (F), Streetwear Style (F), Vintage Style (F)",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
127,Female,25 - 54,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
128,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Grunge Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
129,Female,25 - 54,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130,Female,25 - 54,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
131,Female,25 - 54,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Girl Next Door Style (F), Sexy Style (F)",0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
132,Female,25 - 54,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Girl Next Door Style (F), Sporty Style (F)",0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
133,Female,25 - 54,"Chic Style (F), Classy Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
134,Female,65 and above,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
135,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Evening Style (F), Grunge Style (F), Lolita Style (F)",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
136,Female,25 - 54,"Chic Style (F), Classy Style (F), Ethnic Style (F), Evening Style (F), Formal Office Style (F), Vintage Style (F)",0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
137,Female,25 - 54,"Casual Style (F), Chic Style (F), Classy Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F)",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
138,Female,25 - 54,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
139,Female,25 - 54,"Artsy Style (F), Biker Style (F), Bohemian Style (F), Grunge Style (F), Indie Style (F), Punk Style (F)",1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140,Female,25 - 54,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
141,Female,25 - 54,"Casual Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F), Y2k Style (F)",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
142,Female,25 - 54,"Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
143,Female,25 - 54,"Artsy Style (F), Grunge Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
144,Female,25 - 54,"Artsy Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
145,Female,25 - 54,"Biker Style (F), Grunge Style (F), Hip Hop Style (F), Punk Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
146,Female,25 - 54,"Bohemian Style (F), Chic Style (F), Classy Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
147,Female,25 - 54,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
148,Female,25 - 54,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Streetwear Style (F), Y2k Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
149,Female,25 - 54,"Artsy Style (F), Biker Style (F), Casual Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
150,Female,25 - 54,"Artsy Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
151,Male,25 - 54,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
152,Male,25 - 54,"Biker Style (M), Chic Style (M), Classy Style (M), Preppy Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6
153,Male,25 - 54,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6
154,Male,25 - 54,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6
155,Male,25 - 54,"Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,6
156,Male,25 - 54,"Biker Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
157,Male,25 - 54,"Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,6
158,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Casual Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
159,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Grunge Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
160,Female,25 - 54,"Artsy Style (F), Casual Style (F), Indie Style (F), Kpop Style (F), Streetwear Style (F), Y2k Style (F)",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
